date	close	open
26-Mar-12	728.680791	165.1327205
27-Mar-12	962.3748888	194.9787242
28-Mar-12	923.243603	160.9844213
29-Mar-12	805.1732828	174.6191929
30-Mar-12	751.521564	148.0156264
31-Mar-12	835.2434496	157.7678792
01-Apr-12	826.168259	92.33393418
02-Apr-12	740.1609356	57.00635461
03-Apr-12	847.2233097	96.76841269
04-Apr-12	809.0828752	94.29993387
05-Apr-12	756.4579528	103.8470726
06-Apr-12	857.4866242	119.9462524
07-Apr-12	825.2564127	118.0583155
08-Apr-12	911.5233547	151.8169268
09-Apr-12	864.241377	159.4793608
10-Apr-12	850.1667531	121.2065432
11-Apr-12	749.711597	111.657874
12-Apr-12	880.4153521	120.7370507
13-Apr-12	805.3661554	88.38864253
14-Apr-12	789.474345	75.82792976
15-Apr-12	835.780026	84.98174947
16-Apr-12	905.486811	163.5374379
17-Apr-12	784.0413088	122.4601186
18-Apr-12	717.2846211	148.5985268
19-Apr-12	646.0216702	154.540591
20-Apr-12	477.0732188	153.7289492
21-Apr-12	574.7788487	89.99486579
22-Apr-12	486.465229	144.2184432
23-Apr-12	257.0993177	74.12871281
24-Apr-12	370.6993718	130.0488851
25-Apr-12	245.2611277	109.8616259
26-Apr-12	331.782774	84.30587975
27-Apr-12	304.5125655	122.8967078
28-Apr-12	445.4099211	197.3731813
29-Apr-12	334.8644393	153.3644708
30-Apr-12	216.8974632	116.8083867
01-May-12	376.3327677	196.4075677
02-May-12	203.7089004	114.5473686
03-May-12	377.8050402	165.2346805
04-May-12	324.9075798	137.2754213
05-May-12	477.8777172	189.6993512
06-May-12	482.0873343	149.6282932
07-May-12	635.7930392	182.5636884
08-May-12	629.7521286	139.391507
09-May-12	667.1826268	102.1999624
10-May-12	427.6181637	73.28567357
11-May-12	448.0181999	160.5760437
12-May-12	1025.575581	124.3651206
13-May-12	1003.512444	71.71570107
14-May-12	193.484015	107.945417
15-May-12	878.9265496	161.2899558
16-May-12	923.4006633	153.3683646
17-May-12	844.2102918	120.9722263
18-May-12	837.3249242	80.16008694
19-May-12	906.5659357	118.5314641
20-May-12	874.9950935	44.17690298
21-May-12	898.8174657	34.24471818
22-May-12	962.2201502	61.45822692
23-May-12	933.0417173	56.70372034
24-May-12	938.8265367	77.67086754
25-May-12	915.3581817	127.2346802
26-May-12	998.1048684	152.3127422
27-May-12	1007.062397	106.0897295
28-May-12	928.8996548	129.2811631
29-May-12	804.0508017	62.24474582
30-May-12	1019.881765	129.5777287
31-May-12	775.1981177	28.26159068
01-Jun-12	996.8985266	161.5857072
02-Jun-12	684.4322822	23.01334095
03-Jun-12	832.216243	148.0375874
04-Jun-12	763.819016	150.1975063
05-Jun-12	819.0989412	119.3565959
06-Jun-12	771.499287	142.4177753
07-Jun-12	613.6074445	152.1009346
08-Jun-12	724.3299007	113.6144428
09-Jun-12	578.0715633	39.48929972
10-Jun-12	499.5315608	62.99173417
11-Jun-12	598.5668615	79.99117993
12-Jun-12	735.1226301	107.640204
13-Jun-12	586.8758267	41.20991713
14-Jun-12	609.1415499	101.475316
15-Jun-12	594.8614191	124.1720465
16-Jun-12	482.0538841	159.5973388
17-Jun-12	699.2492243	106.7626554
18-Jun-12	721.0181219	48.6653685
19-Jun-12	837.8552596	148.1121833
20-Jun-12	763.8024554	140.0913264
21-Jun-12	691.2990494	69.25749303
22-Jun-12	836.0924745	33.16192193
23-Jun-12	898.0177033	60.73913014
24-Jun-12	645.9533606	157.6144596
25-Jun-12	644.3134233	132.8935054
26-Jun-12	866.0658337	82.65057403
27-Jun-12	955.8216397	118.2832854
28-Jun-12	471.7327028	50.87505877
29-Jun-12	1038.993115	143.6955674
30-Jun-12	1001.118765	53.91249927
01-Jul-12	805.8530268	30.30194755
02-Jul-12	1023.537602	116.8735553
03-Jul-12	963.2886999	162.5992399
04-Jul-12	863.218618	92.72408659
05-Jul-12	940.1425668	98.24862036
06-Jul-12	1064.238229	75.21931413
07-Jul-12	1010.11734	110.4602669
08-Jul-12	958.5878872	119.330313
09-Jul-12	853.8254625	95.99051015
10-Jul-12	978.7636498	115.0144031
11-Jul-12	857.2238941	91.5707822
12-Jul-12	979.790476	48.1302274
13-Jul-12	945.8224941	110.2946426
14-Jul-12	1102.85503	92.11558007
15-Jul-12	790.9030568	93.40870033
16-Jul-12	885.5411052	44.98566204
17-Jul-12	903.5140696	47.77430474
18-Jul-12	990.4401781	157.1064766
19-Jul-12	831.5421571	77.13378491
20-Jul-12	928.9391167	53.01797072
21-Jul-12	856.7233915	130.3147222
22-Jul-12	713.0479147	73.24182928
23-Jul-12	878.7317105	129.6503299
24-Jul-12	870.752706	97.64168524
25-Jul-12	845.550991	107.7947592
26-Jul-12	826.3656234	68.16250161
27-Jul-12	747.7197178	40.34663343
28-Jul-12	850.6975476	97.70620297
29-Jul-12	795.2261715	120.6585105
30-Jul-12	780.7407005	93.66317956
31-Jul-12	835.3155105	131.8870094
01-Aug-12	945.4062243	90.28492813
02-Aug-12	751.830244	95.93342632
03-Aug-12	962.4487184	103.2560157
04-Aug-12	768.2672597	122.9262964
05-Aug-12	794.2756534	62.24436201
06-Aug-12	949.4708067	85.96789747
07-Aug-12	978.3938962	25.57211994
08-Aug-12	718.5069101	45.71754902
09-Aug-12	848.8213584	138.7384556
10-Aug-12	913.2091135	119.8685934
11-Aug-12	1008.188986	37.45106242
12-Aug-12	728.5365919	87.33628359
13-Aug-12	1129.425809	137.6542357
14-Aug-12	1060.950626	119.0653598
15-Aug-12	901.7645752	95.54960808
16-Aug-12	860.4393817	60.81160181
17-Aug-12	1035.70439	58.41988122
18-Aug-12	965.2829782	81.69970287
19-Aug-12	862.525341	45.17071436
20-Aug-12	1091.070649	68.36908189
21-Aug-12	1095.718877	80.2399912
22-Aug-12	966.8781073	77.45777244
23-Aug-12	795.3166107	83.28416981
24-Aug-12	916.148393	50.07998949
25-Aug-12	961.2676477	148.2691299
26-Aug-12	990.9483517	81.78349915
27-Aug-12	1048.538985	60.18258374
28-Aug-12	910.9092222	98.7958737
29-Aug-12	828.5975884	132.3721544
30-Aug-12	780.7281354	68.50256011
31-Aug-12	1021.866974	148.099908
01-Sep-12	971.1193784	70.83473674
02-Sep-12	986.3271765	120.5442831
03-Sep-12	893.1411087	34.34766783
04-Sep-12	772.1152235	58.73573781
05-Sep-12	876.1147384	48.62136374
06-Sep-12	914.5624682	133.5532581
07-Sep-12	998.9744848	52.86886262
08-Sep-12	935.4331735	34.1038322
09-Sep-12	839.227035	151.1664855
10-Sep-12	913.0208675	157.6378807
11-Sep-12	977.8002058	62.73090596
12-Sep-12	777.2449597	142.2035275
13-Sep-12	919.1377434	71.33025763
14-Sep-12	1011.881167	84.13481555
15-Sep-12	927.4884242	128.5034497
16-Sep-12	856.6064741	72.48065222
17-Sep-12	1011.621434	152.9116549
18-Sep-12	916.3195679	124.2159517
19-Sep-12	935.0782682	149.9560512
20-Sep-12	872.6656291	109.6705246
21-Sep-12	1012.188117	124.2429307
22-Sep-12	918.7669454	113.4640391
23-Sep-12	1006.544408	147.3093679
24-Sep-12	847.029798	84.15393683
25-Sep-12	891.3346861	88.11739483
26-Sep-12	731.2915773	112.6148773
27-Sep-12	1108.79028	55.27242861
28-Sep-12	1084.686648	64.7042108
29-Sep-12	846.8570276	66.66938845
30-Sep-12	918.7381983	133.4583603
